gestao_ter,uf,munic,cd_geocmu,num_setor,data_setor,local,tipolo_g1,tipolo_e1,cobrade_01,tipolo_g2,tipolo_e2,cobrade_02,tipolo_g3,tipolo_e3,cobrade_03,tipolo_g4,tipolo_e4,cobrade_04,tipolo_g5,tipolo_e5,cobrade_05,descricao,obs_ocup,grau_vulne,grau_risco,num_edif,num_domi,num_pess,sug_interv,orgao_exec,st_area_sh,st_length_
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_107_CPRM,2022-05-23,"Beco E e Beco G, Bairro Partenon",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial no terço inferior da encosta com declividades médias a altas, sujeita a deslizamentos e queda de blocos (Figuras 1 a 4). Para ocupação a população utiliza o método de execução de taludes de corte e aterro lançado (Figura",,Médio,Alto,54.0,39.0,216.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.32203675747e-06,0.004960346724
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_104_CPRM,2022-05-23,"Avenida Bento Gonçalves, Bairro Agronomia",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial e comercial na base de encosta com declividades médias com corte verticalizado, sujeita deslizamentos e queda de blocos (Figuras 1 a 4). Observou-se blocos de rocha imersos em solo raso, feições erosivas e proximidade das edific",,Médio,Alto,27.0,17.0,108.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,6.48698865963e-07,0.00392407011228
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_096_CPRM,2022-03-25,"Travessa A VI Grécia, Bairro Jardim Carvalho",Corrida de massa,Corrida de detritos,1.1.3.3.2,Enxurrada,,1.2.2.0.0,Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,"Ocupação irregular em encosta de declividade alta do Morro Santana sujeita a corridas de massa, enxurradas, deslizamentos e queda de blocos (Figuras 1 a 5). Para ocupação a população utiliza o método de execução de taludes de corte e aterro lan",,Alto,Muito alto,52.0,32.0,208.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,2.61699948749e-06,0.00704693886485
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_106_CPRM,2022-05-23,"Beco C, Bairro Partenon",Corrida de massa,Corrida de detritos,1.1.3.3.2,Deslizamento,Deslizamento não especificado,1.1.3.2.1,Enxurrada,,1.2.2.0.0,Queda,Queda de blocos,1.1.3.1.1,,,,"Ocupação residencial em linha de drenagem com blocos em encosta de declividades médias a altas, sujeita a corridas de massa, enxurradas, deslizamentos e queda de blocos (Figuras 1 a 3). Observou-se blocos de rocha imersos em solo raso e acima do solo",,Alto,Muito alto,10.0,15.0,40.0,"1) Estudo de remoção e demolição de moradias com maior vulnerabilidade aos processos descritos. Importante, que a ação contemple o uso futuro das áreas desocupadas com fiscalização constante para a não ocupação por novas residências;
2) Moni",Serviço Geológico do Brasil,5.16738628164e-07,0.00564732750887
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_114_CPRM,2022-05-25,"Rua Santa Flora e Rua Barbosa Neto, Bairro Cavalhada",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação residencial nas margens do arroio Cavalhada, sujeitas a inundações (Figura 1). Áreas de várzea naturalmente recebem aporte hídrico em períodos de cheias, expondo a população local a inundações. O arroio possui uma planície de inunda",,Médio,Alto,16.0,10.0,64.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,5.20838701801e-07,0.00470724450427
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_136_CPRM,2022-10-11,"Rua Claudionor Moraes, Bairro Glória",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial em encosta de declividade alta no Morro da Polícia, sujeita a deslizamentos e queda de blocos (Figuras 1 e 2). As moradias situam-se abaixo de uma pedreira abandonada e blocos rochosos soltos na vertente (Figura 3 a 5). Observou-s",,Alto,Alto,394.0,579.0,1576.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.20083963998e-05,0.0244285751986
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_097_CPRM,2022-03-25,"Rua Atenas e Rua Grécia, Bairro Jardim Carvalho",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Enxurrada,,1.2.2.0.0,Corrida de massa,Corrida de detritos,1.1.3.3.2,,,,"Ocupação irregular em encosta de declividade alta do Morro Santana sujeita a corridas de massa, enxurradas, deslizamentos e queda de blocos (Figuras 1 a 3). Para ocupação a população utiliza o método de execução de taludes de corte e aterro lan",,Alto,Muito alto,204.0,168.0,816.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,4.52256276842e-06,0.0113956106988
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_056_CPRM,2022-12-13,"Vila da Pedreira, Bairro Cristal",Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,,,,"Ocupação urbana na base e topo de encosta rochosa, originada por antiga praça de extração de granito (Figura 1), com taludes verticais a  subverticais, a rocha é fraturada favorecendo a percolação de águas pluviais e servidas e o  processo de in","Ocupação irregular, com residênciais de pequeno porte, baixo padrão construtivo e infraestrutura urbana precária.",Alto,Muito alto,101.0,29.0,404.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de est",Serviço Geológico do Brasil,1.02115077506e-06,0.00850615233622
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_030_CPRM,2022-05-19,"Rua Zalda Machado Torres, Loteamento Nova Barreto, Bairro Lomba do Pinheiro",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,"Pequeno vale com dois canais de drenagem que confluem (Figuras 1 e 2), com registro de dois eventos de inundação brusca nos últimos dez anos. Há diversas canalizações e barramentos dos canais que estão subdimensionados e contribuem para o processo","Edificações residenciais de pequeno porte, com infraestrutura precária, vias sem pavimentação, ausência de sistema de drenagem pluvial e para esgotamento sanitário.",Alto,Alto,37.0,11.0,148.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,6.61078228649e-07,0.00356548688131
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_010_CPRM,2022-04-13,"Rua Dorival Castilhos Machado, Bairro Hípica",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana sobre a planície de inundação da margem direita do arroio do Salso atingida por recorrentes eventos de inundação, já tendo sido registrados, em 2022, três eventos. A lâmina de água atinge cerca de 40 cm nas residências. Ao lon","Residências de pequeno a médio porte, com média a alta vulnerabilidade frente aos processos observados, sendo identificadas adaptações nas moradias frente aos processos",Médio,Alto,351.0,421.0,1404.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,1.61554198753e-05,0.0211662994768
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_095_CPRM,2022-03-25,"Rua Laudelino dos Santos, Bairro Jardim Carvalho",Queda,Queda de lascas,1.1.3.1.2,Deslizamento,Deslizamento não especificado,1.1.3.2.1,,,,,,,,,,"Ocupação residencial na base do Morro Santana, próximo a pequeno morro rochoso, sujeita a queda de blocos e deslizamentos (Figuras 1 a 3). Observou-se moradias muito próximas (algumas encaixadas no morro) a paredão rochoso com fraturas e feições e",,Médio,Alto,30.0,20.0,120.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,3.57735067902e-07,0.00250793875611
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_082_CPRM,2022-03-23,"Avenida Dique, Bairro Sarandi",Inundação,,1.2.1.0.0,Enxurrada,,1.2.2.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,Alagamento,,1.2.3.0.0,,,,"Ocupação residencial nas margens do arroio Sarandi/arroio Passo das Pedras, próximo a foz no rio Gravataí (Figuras 1 e 2). O arroio possui uma planície de inundação urbanizada com obras paliativas em trechos do arroio. Neste setor há a estrutura",,Alto,Alto,497.0,294.0,1988.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,9.57447603742e-06,0.0369423274744
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_089_CPRM,2022-05-24,"Beco Souza Costa, Bairro Jardim Carvalho",Enxurrada,,1.2.2.0.0,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial próximo a pequeno arroio em vertente declivosa do Morro Santana, sujeita a enxurradas e queda de blocos (Figuras 1 a 6). Observou-se campo de blocos graníticos na encosta, feições erosivas nas margens do córrego e muito lixo l",,Alto,Alto,2.0,2.0,8.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,2.553228669e-08,0.00067210334378
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_075_CPRM,2022-03-21,"Alameda do Bigode e Alameda Quinze, Bairro Mário Quintana",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,,,,,,,,,,"Ocupação residencial nas margens do arroio João Goulart (Figuras 1 e 2), situado em relevo de colinas, mas que tem suas nascentes nas vertentes declivosas do morro Santana. Nas margens e no leito do córrego se observou descarte de lixo, de água serv",,Alto,Muito alto,87.0,74.0,348.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,1.62577684176e-06,0.00836076527864
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_057_CPRM,2022-12-08,"Rua Capivari, Bairro Santa Teresa",Enxurrada,,1.2.2.0.0,,,,,,,,,,,,,"Trecho canalizado do Arroio Sanga da Morte (Figura 1) com ocorrência de um evento de enxurrada em janeiro de 2022, que resultou em pontos com mais de 1,2 m  de água nas residências e diversos danos materiais em edificações e veículos (Figuras 2, 3","Edificações residenciais e pequenos comercios, infraestrutura urbana por vezes precária, com algumas vias de difícil acesso e sem pavimentação.",Alto,Alto,498.0,343.0,1992.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Manter atualizado o Plano Municipal de Contingência, acionando quando necessário;
3) Manter atualizado o ca",Serviço Geológico do Brasil,6.68895520522e-06,0.0260920065777
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_140_CPRM,2022-10-05,"Rua Oddo Cazzulo e Beco do Tejo, Bairro Nonoai",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial em encosta de declividade alta no Morro Teresópolis, sujeita a deslizamento e queda de blocos (Figuras 1 e 2). Observou-se solo raso com feições erosivas e blocos rochosos; depósitos irregulares de lixo e entulhos; e lançament",,Alto,Alto,243.0,386.0,972.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.14022984491e-05,0.0240512731889
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_084_CPRM,2022-03-21,"Rua Professor Luiz Antônio Lopes e Rua Gildo de Freitas, Bairro Morro Santana",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial na base de vertente declivosa do Morro Santana, com cortes verticalizados próximos a algumas moradias sujeitas a deslizamentos, queda de blocos e lascas (Figuras 1 a 6). Observou-se campo de blocos graníticos na encosta, paredão",,Alto,Alto,87.0,60.0,348.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,2.82514147197e-06,0.0146598650006
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_145_CPRM,2024-04-18,Comunidade Gaúcha ( Buraco Quente),Deslizamento,,1.1.3.2.1,,,,,,,,,,,,,"Encosta de alta declividade parcialmente vegetada e ocupada com residências instaladas na porção superior (Figuras 1 e 2), com risco potencial de deslizamento. Observa-se o retaludamento de área situada acima do CASE PC - Centro de Atendimento Socioe",,Alto,Alto,20.0,20.0,80.0,"1) Monitoramento das condições de estabilidade da encosta, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolvimento de estudos geotécnicos e hidrológicos detalhados, por profis",Serviço Geológico do Brasil,6.68858716389e-07,0.00417818762278
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_100_CPRM,2022-05-24,"Beco Cinco e Avenida Bento Gonçalves, Vila Esperança, Bairro Agronomia",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,Enxurrada,,1.2.2.0.0,,,,,,,"Ocupação residencial no terço inferior de encosta de declividades média a alta, sujeita a queda de blocos, deslizamentos e enxurradas (Figuras 1 a 2). Na figura 3 é possível verificar uma linha de drenagem intermitente, a qual desemboca na avenida",,Médio,Alto,160.0,151.0,640.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,3.77882205648e-06,0.00912694202636
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_134_CPRM,2022-10-11,"Rua Planalto, Rua Cap. Padilha e Rua Santiago, Bairro Glória",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Erosão,Ravina,1.1.4.3.2,,,,,,,,,,"Ocupação residencial na base de encosta de declividade média a alta no Morro da Polícia, sujeita a deslizamentos (Figuras 1 a 6). Observou-se feições erosivas; depósitos irregulares de lixo e entulhos; e lançamento de água servida nos taludes. H",,Alto,Alto,113.0,116.0,452.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Manter atualizado o Plano Municipal de Contingência, acionando quando",Serviço Geológico do Brasil,2.16294324957e-06,0.0106558994915
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_011_CPRM,2022-04-14,"Avenida Guaíba, Bairro Guarujá",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana à margem do Lago Guaíba (Figura 1), atingida por eventos históricos de inundação (ex. 1983, 1986), tendo o último ocorrido em outubro de 2015, com lâmina de água de cerca de 1 metro nas residências. O fundo dos lotes é o mais","Edificações residenciais, algumas com muro no fundo do lote que protege das cheias mais recorrentes.",Médio,Alto,130.0,78.0,520.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,1.82672272494e-06,0.00681534176402
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_021_CPRM,2022-05-16,"Rua Dr. Marques Pereira, Morro do Adelar, Bairro Aberta dos Morros",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação irregular em terço inferior de encosta, com execução de taludes de corte e de aterro com ocorrência de pequenos deslizamentos e com exposição de blocos de rocha granítica com potencial de queda/rolamentos (Figuras 1 e 2). Presença de t","Área de ocupação irregular com casas precárias, ausência de pavimentação e sistema de drenagem pluvial e de esgotamento sanitário.",Alto,Muito alto,52.0,11.0,208.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de est",Serviço Geológico do Brasil,7.51603116825e-07,0.00404291061697
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_101_CPRM,2022-05-24,"Rua Soldado José da Silva, Bairro Agronomia",Enxurrada,,1.2.2.0.0,Deslizamento,Deslizamento planar,1.1.3.2.1,,,,,,,,,,"Ocupação residencial no terço inferior de encosta de declividades média a alta, próximo a pequeno arroio, sujeita a enxurradas e deslizamentos (Figuras 1 e 2). Importante ressaltar que há moradias construídas dentro do vale e ao lado do arroio (Fi",,Alto,Muito alto,60.0,43.0,240.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.59370892622e-06,0.00606129792233
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_090_CPRM,2022-05-24,"Beco Souza Costa, Rua Dois e Rua Três, Bairro Jardim Carvalho",Deslizamento,Deslizamento não especificado,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação residencial na base de encosta declivosa do Morro Santana, sujeita a deslizamentos e queda de blocos (Figuras 1 e 2). Observou-se campo de blocos graníticos na encosta, feições erosivas (fotos de drone conforme figuras 3 e 4) e afloramento",,Médio,Alto,98.0,58.0,392.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Manter atualizado o Plano Municipal de Con",Serviço Geológico do Brasil,1.89311047539e-06,0.00885010881267
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_022_CPRM,2022-05-16,"Rua Rodrigo Pavan e Rua Alberto do Canto, Morro do Adelar, Bairro Aberta dos Morros",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação em terço inferior de encosta (Figura 1), com execução de taludes de corte e de aterro para conformação de lotes e presença de afloramentos de rocha e de blocos de rocha imersos em solo, representando potencial de deslizamentos de solo e","Ocupação densa e desordenada, com casas precárias, ausência de pavimentação e sistema de drenagem pluvial e de esgotamento sanitário.",Alto,Alto,171.0,117.0,684.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de est",Serviço Geológico do Brasil,2.18948356938e-06,0.0067849947413
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_031_CPRM,2022-05-20,"Rua João Antônio Lopes, Vila Herdeiros, Bairro Lomba do Pinheiro",Enxurrada,,1.2.2.0.0,Inundação,,1.2.1.0.0,Erosão,Erosão de margem fluvial,1.1.4.2.0,,,,,,,"Afluente do Arroio Dilúvio com ocupação ao longo das margens e sobre restrita planície de inundação (Figuras 1 e 2), com recorrentes eventos de inundação brusca. Devido à energia do fluxo do arroio, ocorre erosão de margem fluvial pontualmente","Edificações residenciais de pequeno porte. Infraestrutura do setor é precária, com algumas vias sem pavimentação e com difícil acesso, além de ausência de sistema de drenagem pluvial e de rede para esgotamento sanitário.",Alto,Alto,148.0,78.0,592.0,"1) Continuidade dos estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizações);
2) Execução de Plano de Contingência",Serviço Geológico do Brasil,2.22843934509e-06,0.0129488547974
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_009_CPRM,2022-04-13,"Avenida Juca Batista, Ponte da Gabiroba, Bairro Hípica",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana às margens do arroio do Salso (Figuras 1 e 2), atingida por eventos de inundação brusca, sendo o último ocorrido em 2019, acumulando uma lâmina de água de cerca de 15 cm nas residências, a qual permanece cerca de um dia. A ocupa",Edificações residenciais e pequenos coméricos. Alguns becos com difícil acesso.,Médio,Alto,357.0,251.0,1428.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,6.62352946215e-06,0.0120818136253
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_059_CPRM,2022-12-06,"Ac do Falcão e Rua Jacques Yves Costeau, Bairro Restinga",Deslizamento,Deslizamento planar,1.1.3.2.1,Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,"Ocupação irregular em base de encosta (Figura 1), com execução de taludes de corte sujeitos a pequenos deslizamentos e com exposição de blocos de rocha granítica com potencial de queda/rolamentos (Figura 2). A ocupação se deu de forma desordenad","Ocupação irregular, com precária infraestrutura urbana.",Alto,Alto,34.0,24.0,136.0,"1) Monitoramento das condições de estabilidade da encosta/taludes, blocos e matacões, especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento e/ou queda de lascas/blocos;
2) Desenvolvimento de aç",Serviço Geológico do Brasil,7.66622206363e-07,0.00338041689084
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_048_CPRM,2022-07-14,"Avenida Dique 2, Bairro Anchieta",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana na margem esquerda do Rio Gravataí  (Figura 1), adjacente à rodovia BR-290, atingida por eventos de inundação lenta e gradual. O maior evento recente ocorreu em 2015, com acúmulo de lâmina de água de cerca de 1,0 m. Esta é uma","Residencial de pequeno porte, com alta vulnerabilidade.",Alto,Alto,59.0,49.0,236.0,"1) Desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e embasar obras para melhorias de infraestrutura e mitigação de riscos;
2) Manter atualizado o cadastro de áreas de risco e o Plano Municipal de Conting",Serviço Geológico do Brasil,8.12875275678e-07,0.00365643927419
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_117_CPRM,2022-10-04,"Rua Ernesto Araújo e Rua Vidal de Negreiros, Bairro Vila São José",Deslizamento,Deslizamento não especificado,1.1.3.2.1,,,,,,,,,,,,,"Vetor de crescimento urbano em vertentes íngremes sem o devido aparato de infraestrutura necessário. As vertentes aqui vistoriadas apresentam sinais de instabilidade, colocando as casas neste setor a risco por possíveis eventos de deslizamentos (Figur",Casa de alvenaria e de madeira.,Alto,Alto,248.0,346.0,992.0,"1) Monitoramento das condições de estabilidade da encosta especialmente em períodos chuvosos e evacuação preventiva caso haja indícios de iminência de deslizamento;
2) Desenvolver estudos geotécnicos detalhados, por profissional habilitado, para",Serviço Geológico do Brasil,7.25247954513e-06,0.013570079218
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_058_CPRM,2022-12-06,"Alameda da Fábrica, Vila Laranjeiras, Bairro Morro Santana",Enxurrada,,1.2.2.0.0,,,,,,,,,,,,,"Rede de pequenos canais de drenagem natural, próximo às nascentes, com alguns barramentos, executados pelos moradores (canalizações, acessos para veículos),  que represam o fluxo da água (Figuras  1, 2 e 3). Devido à declividade do terreno, quando","Ocupação irregular, com residências de pequeno porte, precário padrão construtivo. Infraestrutura urbana precária.",Alto,Alto,14.0,21.0,56.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações;
2) Desenvolvimento de estudos para implantação de melhorias na infraestrutura do setor a fim de mitigar as inu",Serviço Geológico do Brasil,7.9703175759e-07,0.00403228185097
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_006_CPRM,2022-04-11,"Acesso Um a partir da Rua Bispo Marino Prudencio Moreira, Bairro Restinga",Inundação,,1.2.1.0.0,,,,,,,,,,,,,"Ocupação urbana às margens e sobre o leito de córrego parcialmente canalizado (Figuras 1 a 3), atingida por eventos de inundação brusca (enxurrada), com lâmina de água de até 15 cm nas residências, com rápido escoamento. O córrego está assor",Ocupação irregular com alta vulnerabilidade social. Infraestrutura urbana precária.,Alto,Alto,103.0,47.0,412.0,"1) Dar continuidade a ações relacionadas ao desenvolvimento de estudos hidrológicos para avaliar padrão de recorrências de inundações e orientar melhorias na infraestrutura existente e em futuras intervenções estruturais (ex. pontes, canalizaç",Serviço Geológico do Brasil,9.68852384272e-07,0.00963634452158
0.0,RS,PORTO ALEGRE,4314902,RS_PORTOAL_SR_062_CPRM,2022-12-08,"Rua Álvaro Alvim, Bairro Rio Branco",Queda,Queda de blocos,1.1.3.1.1,,,,,,,,,,,,,"Ocupação residencial e área de lazer construídas próximas a um paredão rochoso, originado pela atividade de mineração de  blocos de granito, sem que nenhum plano de fechamento de mina fosse executado a fim de minimizar os impactos da mineração",Condomínio residencial com média vulnerabilidade frente ao processo.,Médio,Alto,1.0,1.0,196.0,"1) Desenvolver estudos geotécnicos e hidrológicos, por profissional habilitado, com a finalidade de embasar os projetos e definir a melhor técnica para contenção de blocos rochosos;
2) Desenvolver estudos de adequação do sistema de drenagem pluvia",Serviço Geológico do Brasil,2.03402434321e-07,0.00245000730111
